date,temperature,anomaly
2014-01-31,12.718334784532946,-2.732345881690703
2014-02-28,13.025438997341487,-2.425241668882162
2014-03-31,14.121297893162824,-1.329382773060825
2014-04-30,15.56013010703946,0.10944944081581198
2014-05-31,16.597985042536408,1.1473043763127588
2014-06-30,17.557807854914156,2.107127188690507
2014-07-31,18.20241546263621,2.7517347964125616
2014-08-31,17.77605464723916,2.3253739810155114
2014-09-30,16.698413218021425,1.2477325517977764
2014-10-31,15.615917029121968,0.16523636289831956
2014-11-30,14.223762114645242,-1.2269185515784073
2014-12-31,13.310610843492533,-2.1400698227311157
2015-01-31,13.078238333266937,-2.3724423329567124
2015-02-28,13.081227598330067,-2.3694530678935823
2015-03-31,14.01171630873479,-1.4389643574888584
2015-04-30,15.420118729956659,-0.030561936266989775
2015-05-31,16.58446533573385,1.1337846695102005
2015-06-30,17.679573468273325,2.2288928020496765
2015-07-31,17.812364531578833,2.361683865355184
2015-08-31,17.384346297441315,1.933665631217666
2015-09-30,16.886019653756968,1.435338987533319
2015-10-31,15.370891402948759,-0.07978926327488978
2015-11-30,14.157984618255469,-1.29269604796818
2015-12-31,13.01754863402863,-2.4331320321950187
2016-01-31,12.819234542576313,-2.6314461236473363
2016-02-29,13.263709989999947,-2.1869706762237016
2016-03-31,14.007817423076553,-1.4428632431470962
2016-04-30,15.512478774346722,0.06179810812307274
2016-05-31,16.64906982060051,1.1983891543768603
2016-06-30,17.650776424408033,2.200095758184384
2016-07-31,17.986469239598478,2.5357885733748287
2016-08-31,18.07337142114827,2.622690754924621
2016-09-30,16.938031423757284,1.487350757533635
2016-10-31,15.59606021616678,0.14537954994313118
2016-11-30,14.696927753203733,-0.7537529130199161
2016-12-31,13.547348083700438,-1.9033325825232108
2017-01-31,13.5009395354667,-1.9497411307569497
2017-02-28,13.585613113034004,-1.865067553189645
2017-03-31,14.670203949758212,-0.7804767164654365
2017-04-30,16.222400842199853,0.7717201759762045
2017-05-31,17.62459764858058,2.17391698235693
2017-06-30,18.522010903617854,3.0713302373942053
2017-07-31,18.87679737008948,3.426116703865832
2017-08-31,18.571573583700964,3.120892917477315
2017-09-30,17.531329750189794,2.0806490839661453
2017-10-31,16.439888257736225,0.9892075915125762
2017-11-30,15.266437724666138,-0.18424294155751042
2017-12-31,14.609380752876865,-0.8412999133467842
2018-01-31,14.190377119346937,-1.2603035468767114
2018-02-28,14.225013489818567,-1.2256671764050822
2018-03-31,15.461887363976336,0.011206697752687234
2018-04-30,16.607771473926718,1.157090807703069
2018-05-31,17.81040569248614,2.35972502626249
2018-06-30,18.91009809727706,3.459417431053412
2018-07-31,19.29510391198614,3.8444232457624903
2018-08-31,18.92921738667133,3.4785367204476803
2018-09-30,17.73050737530062,2.2798267090769695
2018-10-31,16.540991002545265,1.0903103363216164
2018-11-30,15.368257657617553,-0.08242300860609575
2018-12-31,14.532396602787768,-0.9182840634358804
2019-01-31,13.964296202741945,-1.4863844634817038
2019-02-28,14.331845492061069,-1.1188351741625802
2019-03-31,15.101905141451367,-0.34877552477228235
2019-04-30,16.336893377809638,0.8862127115859888
2019-05-31,17.89277082461421,2.4420901583905614
2019-06-30,18.90063462475128,3.4499539585276313
2019-07-31,19.03966494145285,3.5889842752291994
2019-08-31,18.89171751573978,3.4410368495161325
2019-09-30,17.91341102784548,2.4627303616218317
2019-10-31,16.55269901422517,1.1020183480015202
2019-11-30,15.500934572259155,0.050253906035505835
2019-12-31,14.816108159519631,-0.6345725067040178
2020-01-31,14.304682101601474,-1.1459985646221753
2020-02-29,14.944349894421164,-0.5063307718024852
2020-03-31,15.300584250774781,-0.15009641544886776
2020-04-30,17.138823516313472,1.6881428500898235
2020-05-31,18.352667056451704,2.901986390228055
2020-06-30,19.284839547968275,3.834158881744626
2020-07-31,19.75319597357331,4.30251530734966
2020-08-31,19.179799829090456,3.729119162866807
2020-09-30,18.60087687840564,3.1501962121819904
2020-10-31,17.50480903770504,2.054128371481392
2020-11-30,16.485828719158967,1.0351480529353179
2020-12-31,15.328871586376112,-0.1218090798475373
2021-01-31,15.001834008310933,-0.44884665791271594
2021-02-28,15.427537822996658,-0.02314284322699045
2021-03-31,16.592843857965402,1.1421631917417532
2021-04-30,17.785188594854056,2.3345079286304067
2021-05-31,18.929370345346598,3.478689679122949
2021-06-30,20.01658664701217,4.56590598078852
2021-07-31,20.297836400969317,4.847155734745668
2021-08-31,20.095894074030205,4.645213407806557
2021-09-30,18.926636028450446,3.475955362226797
2021-10-31,17.72413382250018,2.2734531562765294
2021-11-30,16.451637760641926,1.0009570944182773
2021-12-31,15.359871107661895,-0.09080955856175343
2022-01-31,15.270808045343697,-0.17987262087995148
2022-02-28,15.581467640288814,0.13078697406516504
2022-03-31,16.439335161403374,0.9886544951797251
2022-04-30,17.635940273174235,2.185259606950586
2022-05-31,18.693866727111182,3.243186060887533
2022-06-30,19.746724559068024,4.296043892844375
2022-07-31,20.086448210073268,4.635767543849619
2022-08-31,19.6810462904996,4.230365624275953
2022-09-30,18.86669909450519,3.416018428281541
2022-10-31,17.712742739526742,2.2620620733030936
2022-11-30,16.703394344871484,1.2527136786478348
2022-12-31,15.55724723405856,0.10656656783491059
2023-01-31,15.267798182696747,-0.1828824835269014
2023-02-28,15.593236580589895,0.14255591436624648
2023-03-31,16.278909549138035,0.8282288829143862
2023-04-30,17.866489102693443,2.415808436469794
2023-05-31,19.189090538959107,3.738409872735458
2023-06-30,20.529266681844053,5.078586015620404
2023-07-31,20.534691871671082,5.084011205447434
2023-08-31,20.345833751468323,4.895153085244674
2023-09-30,19.454403230760207,4.003722564536558
2023-10-31,18.109325435434148,2.6586447692104986
2023-11-30,17.280855279270245,1.8301746130465961
2023-12-31,16.380598102261416,0.9299174360377673
2024-01-31,16.122482453637716,0.6718017874140667
2024-02-29,16.26977052429795,0.8190898580743013
2024-03-31,17.594563759088125,2.143883092864476
2024-04-30,18.48139796915939,3.0307173029357397
2024-05-31,20.081136612814937,4.6304559465912885
2024-06-30,21.281496742328024,5.830816076104375
2024-07-31,21.176953091540497,5.726272425316848
2024-08-31,20.935994778425794,5.485314112202145
2024-09-30,20.143782080674818,4.693101414451169
2024-10-31,18.81901167446664,3.3683310082429916
2024-11-30,17.420675253907184,1.9699945876835354
2024-12-31,16.750754752748964,1.3000740865253153
